Location,Loc_no,No_spp,Phi_in,Alpha,Wgt_n2,Phi_out,Spnum_in,Spnum_out,Iter
HY41      ,     62,      0, -1.#IO,  1.#R,  42.24, -1.#IO,       0.0,      -1.$,  101
HY42      ,     63,      0, -1.#IO,  1.#R,  42.48, -1.#IO,       0.0,      -1.$,  101
HY43      ,     64,      0, -1.#IO,  1.#R,  44.11, -1.#IO,       0.0,      -1.$,  101
HY44      ,     65,      0, -1.#IO,  1.#R,  43.40, -1.#IO,       0.0,      -1.$,  101
HY45      ,     66,      0, -1.#IO,  1.#R,  43.77, -1.#IO,       0.0,      -1.$,  101
HY50      ,     67,      0, -1.#IO,  1.#R,  42.81, -1.#IO,       0.0,      -1.$,  101
HY51      ,     68,      0, -1.#IO,  1.#R,  42.65, -1.#IO,       0.0,      -1.$,  101
HY52      ,     69,      0, -1.#IO,  1.#R,  41.80, -1.#IO,       0.0,      -1.$,  101
HY53      ,     70,      0, -1.#IO,  1.#R,  42.55, -1.#IO,       0.0,      -1.$,  101
HY54      ,     71,      0, -1.#IO,  1.#R,  42.51, -1.#IO,       0.0,      -1.$,  101
HY55      ,     72,      0, -1.#IO,  1.#R,  44.69, -1.#IO,       0.0,      -1.$,  101
HY60      ,     73,      0, -1.#IO,  1.#R,  38.62, -1.#IO,       0.0,      -1.$,  101
HY61      ,     74,      0, -1.#IO,  1.#R,  43.11, -1.#IO,       0.0,      -1.$,  101
HY62      ,     75,      0, -1.#IO,  1.#R,  41.11, -1.#IO,       0.0,      -1.$,  101
HY63      ,     76,      0, -1.#IO,  1.#R,  41.13, -1.#IO,       0.0,      -1.$,  101
HY64      ,     77,      0, -1.#IO,  1.#R,  42.07, -1.#IO,       0.0,      -1.$,  101
HY73      ,     78,      0, -1.#IO,  1.#R,  31.02, -1.#IO,       0.0,      -1.$,  101
HY74      ,     79,      0, -1.#IO,  1.#R,  39.63, -1.#IO,       0.0,      -1.$,  101
HY75      ,     80,      0, -1.#IO,  1.#R,  39.00, -1.#IO,       0.0,      -1.$,  101
NA81      ,     81,      0, -1.#IO,  1.#R,  32.61, -1.#IO,       0.0,      -1.$,  101
NA90      ,     82,      0, -1.#IO,  1.#R,  32.83, -1.#IO,       0.0,      -1.$,  101
NA91      ,     83,      0, -1.#IO,  1.#R,  24.16, -1.#IO,       0.0,      -1.$,  101
NA92      ,     84,      0, -1.#IO,  1.#R,  37.08, -1.#IO,       0.0,      -1.$,  101
NA93      ,     85,      0, -1.#IO,  1.#R,  30.13, -1.#IO,       0.0,      -1.$,  101
NB00      ,     86,      0, -1.#IO,  1.#R,  39.12, -1.#IO,       0.0,      -1.$,  101
NB01      ,     87,      0, -1.#IO,  1.#R,  34.06, -1.#IO,       0.0,      -1.$,  101
NB02      ,     88,      0, -1.#IO,  1.#R,  37.82, -1.#IO,       0.0,      -1.$,  101
NB03      ,     89,      0, -1.#IO,  1.#R,  40.09, -1.#IO,       0.0,      -1.$,  101
NB10      ,     90,      0, -1.#IO,  1.#R,  36.76, -1.#IO,       0.0,      -1.$,  101
NB11      ,     91,      0, -1.#IO,  1.#R,  33.14, -1.#IO,       0.0,      -1.$,  101
NB12      ,     92,      0, -1.#IO,  1.#R,  39.75, -1.#IO,       0.0,      -1.$,  101
NB13      ,     93,      0, -1.#IO,  1.#R,  37.96, -1.#IO,       0.0,      -1.$,  101
NB14      ,     94,      0, -1.#IO,  1.#R,  28.88, -1.#IO,       0.0,      -1.$,  101
NB20      ,     95,      0, -1.#IO,  1.#R,  36.39, -1.#IO,       0.0,      -1.$,  101
NB21      ,     96,      0, -1.#IO,  1.#R,  32.04, -1.#IO,       0.0,      -1.$,  101
NB22      ,     97,      0, -1.#IO,  1.#R,  36.93, -1.#IO,       0.0,      -1.$,  101
NB23      ,     98,      0, -1.#IO,  1.#R,  38.73, -1.#IO,       0.0,      -1.$,  101
NB24      ,     99,      0, -1.#IO,  1.#R,  37.99, -1.#IO,       0.0,      -1.$,  101
NB25      ,    100,      0, -1.#IO,  1.#R,  19.97, -1.#IO,       0.0,      -1.$,  101
NB30      ,    101,      0, -1.#IO,  1.#R,  32.08, -1.#IO,       0.0,      -1.$,  101
NB31      ,    102,      0, -1.#IO,  1.#R,  34.15, -1.#IO,       0.0,      -1.$,  101
NB32      ,    103,      0, -1.#IO,  1.#R,  38.39, -1.#IO,       0.0,      -1.$,  101
NB33      ,    104,      0, -1.#IO,  1.#R,  38.13, -1.#IO,       0.0,      -1.$,  101
NB34      ,    105,      0, -1.#IO,  1.#R,  36.81, -1.#IO,       0.0,      -1.$,  101
NB35      ,    106,      0, -1.#IO,  1.#R,  35.52, -1.#IO,       0.0,      -1.$,  101
NB40      ,    107,      0, -1.#IO,  1.#R,  37.04, -1.#IO,       0.0,      -1.$,  101
NB41      ,    108,      0, -1.#IO,  1.#R,  32.29, -1.#IO,       0.0,      -1.$,  101
NB42      ,    109,      0, -1.#IO,  1.#R,  37.01, -1.#IO,       0.0,      -1.$,  101
NB43      ,    110,      0, -1.#IO,  1.#R,  33.03, -1.#IO,       0.0,      -1.$,  101
NB44      ,    111,      0, -1.#IO,  1.#R,  35.04, -1.#IO,       0.0,      -1.$,  101
NB45      ,    112,      0, -1.#IO,  1.#R,  33.68, -1.#IO,       0.0,      -1.$,  101
NB46      ,    113,      0, -1.#IO,  1.#R,  28.80, -1.#IO,       0.0,      -1.$,  101
NB52      ,    114,      0, -1.#IO,  1.#R,  34.17, -1.#IO,       0.0,      -1.$,  101
NB53      ,    115,      0, -1.#IO,  1.#R,  34.24, -1.#IO,       0.0,      -1.$,  101
NB54      ,    116,      0, -1.#IO,  1.#R,  32.55, -1.#IO,       0.0,      -1.$,  101
NB55      ,    117,      0, -1.#IO,  1.#R,  33.09, -1.#IO,       0.0,      -1.$,  101
NB56      ,    118,      0, -1.#IO,  1.#R,  25.96, -1.#IO,       0.0,      -1.$,  101
NB90      ,    119,      0, -1.#IO,  1.#R,  41.44, -1.#IO,       0.0,      -1.$,  101
NB91      ,    120,      0, -1.#IO,  1.#R,  37.11, -1.#IO,       0.0,      -1.$,  101
NC00      ,    121,      0, -1.#IO,  1.#R,  42.71, -1.#IO,       0.0,      -1.$,  101
NC01      ,    122,      0, -1.#IO,  1.#R,  41.73, -1.#IO,       0.0,      -1.$,  101
NC02      ,    123,      0, -1.#IO,  1.#R,  39.85, -1.#IO,       0.0,      -1.$,  101
NC03      ,    124,      0, -1.#IO,  1.#R,  37.39, -1.#IO,       0.0,      -1.$,  101
NC10      ,    125,      0, -1.#IO,  1.#R,  42.05, -1.#IO,       0.0,      -1.$,  101
NC11      ,    126,      0, -1.#IO,  1.#R,  42.39, -1.#IO,       0.0,      -1.$,  101
NC12      ,    127,      0, -1.#IO,  1.#R,  40.30, -1.#IO,       0.0,      -1.$,  101
NC13      ,    128,      0, -1.#IO,  1.#R,  38.33, -1.#IO,       0.0,      -1.$,  101
NC14      ,    129,      0, -1.#IO,  1.#R,  37.01, -1.#IO,       0.0,      -1.$,  101
NC15      ,    130,      0, -1.#IO,  1.#R,  35.68, -1.#IO,       0.0,      -1.$,  101
NC16      ,    131,      0, -1.#IO,  1.#R,  34.00, -1.#IO,       0.0,      -1.$,  101
NC20      ,    132,      0, -1.#IO,  1.#R,  35.77, -1.#IO,       0.0,      -1.$,  101
NC21      ,    133,      0, -1.#IO,  1.#R,  41.53, -1.#IO,       0.0,      -1.$,  101
NC22      ,    134,      0, -1.#IO,  1.#R,  41.13, -1.#IO,       0.0,      -1.$,  101
NC23      ,    135,      0, -1.#IO,  1.#R,  38.61, -1.#IO,       0.0,      -1.$,  101
NC24      ,    136,      0, -1.#IO,  1.#R,  36.55, -1.#IO,       0.0,      -1.$,  101
NC25      ,    137,      0, -1.#IO,  1.#R,  38.44, -1.#IO,       0.0,      -1.$,  101
NC26      ,    138,      0, -1.#IO,  1.#R,  35.92, -1.#IO,       0.0,      -1.$,  101
NC27      ,    139,      0, -1.#IO,  1.#R,  36.29, -1.#IO,       0.0,      -1.$,  101
NC30      ,    140,      0, -1.#IO,  1.#R,  30.95, -1.#IO,       0.0,      -1.$,  101
NC31      ,    141,      0, -1.#IO,  1.#R,  37.52, -1.#IO,       0.0,      -1.$,  101
NC32      ,    142,      0, -1.#IO,  1.#R,  43.65, -1.#IO,       0.0,      -1.$,  101
NC33      ,    143,      0, -1.#IO,  1.#R,  38.17, -1.#IO,       0.0,      -1.$,  101
NC34      ,    144,      0, -1.#IO,  1.#R,  38.62, -1.#IO,       0.0,      -1.$,  101
NC35      ,    145,      0, -1.#IO,  1.#R,  38.97, -1.#IO,       0.0,      -1.$,  101
NC36      ,    146,      0, -1.#IO,  1.#R,  39.15, -1.#IO,       0.0,      -1.$,  101
NC37      ,    147,      0, -1.#IO,  1.#R,  37.50, -1.#IO,       0.0,      -1.$,  101
NC40      ,    148,      0, -1.#IO,  1.#R,  32.97, -1.#IO,       0.0,      -1.$,  101
NC41      ,    149,      0, -1.#IO,  1.#R,  40.40, -1.#IO,       0.0,      -1.$,  101
NC42      ,    150,      0, -1.#IO,  1.#R,  39.87, -1.#IO,       0.0,      -1.$,  101
NC43      ,    151,      0, -1.#IO,  1.#R,  39.81, -1.#IO,       0.0,      -1.$,  101
NC44      ,    152,      0, -1.#IO,  1.#R,  39.74, -1.#IO,       0.0,      -1.$,  101
NC45      ,    153,      0, -1.#IO,  1.#R,  40.05, -1.#IO,       0.0,      -1.$,  101
NC46      ,    154,      0, -1.#IO,  1.#R,  37.95, -1.#IO,       0.0,      -1.$,  101
NC50      ,    155,      0, -1.#IO,  1.#R,  31.28, -1.#IO,       0.0,      -1.$,  101
NC51      ,    156,      0, -1.#IO,  1.#R,  30.01, -1.#IO,       0.0,      -1.$,  101
NC52      ,    157,      0, -1.#IO,  1.#R,  37.73, -1.#IO,       0.0,      -1.$,  101
NC53      ,    158,      0, -1.#IO,  1.#R,  38.99, -1.#IO,       0.0,      -1.$,  101
NC54      ,    159,      0, -1.#IO,  1.#R,  39.98, -1.#IO,       0.0,      -1.$,  101
NC55      ,    160,      0, -1.#IO,  1.#R,  40.68, -1.#IO,       0.0,      -1.$,  101
NC56      ,    161,      0, -1.#IO,  1.#R,  40.11, -1.#IO,       0.0,      -1.$,  101
NC60      ,    162,      0, -1.#IO,  1.#R,  33.64, -1.#IO,       0.0,      -1.$,  101
NC61      ,    163,      0, -1.#IO,  1.#R,  37.17, -1.#IO,       0.0,      -1.$,  101
NC62      ,    164,      0, -1.#IO,  1.#R,  39.26, -1.#IO,       0.0,      -1.$,  101
NC63      ,    165,      0, -1.#IO,  1.#R,  40.38, -1.#IO,       0.0,      -1.$,  101
NC64      ,    166,      0, -1.#IO,  1.#R,  43.19, -1.#IO,       0.0,      -1.$,  101
NC65      ,    167,      0, -1.#IO,  1.#R,  43.16, -1.#IO,       0.0,      -1.$,  101
NC66      ,    168,      0, -1.#IO,  1.#R,  32.21, -1.#IO,       0.0,      -1.$,  101
NC70      ,    169,      0, -1.#IO,  1.#R,  32.91, -1.#IO,       0.0,      -1.$,  101
NC71      ,    170,      0, -1.#IO,  1.#R,  37.54, -1.#IO,       0.0,      -1.$,  101
NC72      ,    171,      0, -1.#IO,  1.#R,  41.03, -1.#IO,       0.0,      -1.$,  101
NC73      ,    172,      0, -1.#IO,  1.#R,  42.17, -1.#IO,       0.0,      -1.$,  101
NC74      ,    173,      0, -1.#IO,  1.#R,  44.84, -1.#IO,       0.0,      -1.$,  101
NC75      ,    174,      0, -1.#IO,  1.#R,  44.04, -1.#IO,       0.0,      -1.$,  101
NC76      ,    175,      0, -1.#IO,  1.#R,  38.07, -1.#IO,       0.0,      -1.$,  101
NC80      ,    176,      0, -1.#IO,  1.#R,  23.26, -1.#IO,       0.0,      -1.$,  101
NC81      ,    177,      0, -1.#IO,  1.#R,  35.02, -1.#IO,       0.0,      -1.$,  101
NC82      ,    178,      0, -1.#IO,  1.#R,  38.60, -1.#IO,       0.0,      -1.$,  101
NC83      ,    179,      0, -1.#IO,  1.#R,  44.14, -1.#IO,       0.0,      -1.$,  101
NC84      ,    180,      0, -1.#IO,  1.#R,  43.18, -1.#IO,       0.0,      -1.$,  101
NC85      ,    181,      0, -1.#IO,  1.#R,  44.58, -1.#IO,       0.0,      -1.$,  101
NC86      ,    182,      0, -1.#IO,  1.#R,  44.11, -1.#IO,       0.0,      -1.$,  101
NC90      ,    183,      0, -1.#IO,  1.#R,  30.00, -1.#IO,       0.0,      -1.$,  101
NC91      ,    184,      0, -1.#IO,  1.#R,  23.69, -1.#IO,       0.0,      -1.$,  101
NC92      ,    185,      0, -1.#IO,  1.#R,  35.38, -1.#IO,       0.0,      -1.$,  101
NC93      ,    186,      0, -1.#IO,  1.#R,  41.00, -1.#IO,       0.0,      -1.$,  101
NC94      ,    187,      0, -1.#IO,  1.#R,  41.93, -1.#IO,       0.0,      -1.$,  101
NC95      ,    188,      0, -1.#IO,  1.#R,  42.82, -1.#IO,       0.0,      -1.$,  101
NC96      ,    189,      0, -1.#IO,  1.#R,  40.05, -1.#IO,       0.0,      -1.$,  101
ND01      ,    190,      0, -1.#IO,  1.#R,  26.68, -1.#IO,       0.0,      -1.$,  101
ND02      ,    191,      0, -1.#IO,  1.#R,  38.72, -1.#IO,       0.0,      -1.$,  101
ND03      ,    192,      0, -1.#IO,  1.#R,  40.67, -1.#IO,       0.0,      -1.$,  101
ND04      ,    193,      0, -1.#IO,  1.#R,  39.94, -1.#IO,       0.0,      -1.$,  101
ND05      ,    194,      0, -1.#IO,  1.#R,  41.45, -1.#IO,       0.0,      -1.$,  101
ND06      ,    195,      0, -1.#IO,  1.#R,  35.83, -1.#IO,       0.0,      -1.$,  101
ND07      ,    196,      0, -1.#IO,  1.#R,  39.37, -1.#IO,       0.0,      -1.$,  101
ND12      ,    197,      0, -1.#IO,  1.#R,  38.20, -1.#IO,       0.0,      -1.$,  101
ND13      ,    198,      0, -1.#IO,  1.#R,  39.52, -1.#IO,       0.0,      -1.$,  101
ND14      ,    199,      0, -1.#IO,  1.#R,  40.46, -1.#IO,       0.0,      -1.$,  101
ND15      ,    200,      0, -1.#IO,  1.#R,  36.86, -1.#IO,       0.0,      -1.$,  101
ND16      ,    201,      0, -1.#IO,  1.#R,  37.35, -1.#IO,       0.0,      -1.$,  101
ND17      ,    202,      0, -1.#IO,  1.#R,  40.71, -1.#IO,       0.0,      -1.$,  101
ND19      ,    203,      0, -1.#IO,  1.#R,  27.57, -1.#IO,       0.0,      -1.$,  101
ND23      ,    204,      0, -1.#IO,  1.#R,  30.40, -1.#IO,       0.0,      -1.$,  101
ND24      ,    205,      0, -1.#IO,  1.#R,  36.69, -1.#IO,       0.0,      -1.$,  101
ND25      ,    206,      0, -1.#IO,  1.#R,  38.22, -1.#IO,       0.0,      -1.$,  101
ND26      ,    207,      0, -1.#IO,  1.#R,  39.77, -1.#IO,       0.0,      -1.$,  101
ND27      ,    208,      0, -1.#IO,  1.#R,  44.42, -1.#IO,       0.0,      -1.$,  101
ND28      ,    209,      0, -1.#IO,  1.#R,  41.97, -1.#IO,       0.0,      -1.$,  101
ND29      ,    210,      0, -1.#IO,  1.#R,  27.82, -1.#IO,       0.0,      -1.$,  101
ND33      ,    211,      0, -1.#IO,  1.#R,  32.62, -1.#IO,       0.0,      -1.$,  101
ND34      ,    212,      0, -1.#IO,  1.#R,  38.70, -1.#IO,       0.0,      -1.$,  101
ND35      ,    213,      0, -1.#IO,  1.#R,  37.99, -1.#IO,       0.0,      -1.$,  101
ND36      ,    214,      0, -1.#IO,  1.#R,  38.10, -1.#IO,       0.0,      -1.$,  101
ND37      ,    215,      0, -1.#IO,  1.#R,  41.59, -1.#IO,       0.0,      -1.$,  101
ND38      ,    216,      0, -1.#IO,  1.#R,  42.94, -1.#IO,       0.0,      -1.$,  101
ND39      ,    217,      0, -1.#IO,  1.#R,  43.67, -1.#IO,       0.0,      -1.$,  101
ND47      ,    218,      0, -1.#IO,  1.#R,  43.87, -1.#IO,       0.0,      -1.$,  101
ND48      ,    219,      0, -1.#IO,  1.#R,  43.49, -1.#IO,       0.0,      -1.$,  101
ND49      ,    220,      0, -1.#IO,  1.#R,  42.77, -1.#IO,       0.0,      -1.$,  101
ND59      ,    221,      0, -1.#IO,  1.#R,  43.11, -1.#IO,       0.0,      -1.$,  101
NF56      ,    222,      0, -1.#IO,  1.#R,  34.25, -1.#IO,       0.0,      -1.$,  101
NF60      ,    223,      0, -1.#IO,  1.#R,  37.26, -1.#IO,       0.0,      -1.$,  101
NF61      ,    224,      0, -1.#IO,  1.#R,  41.52, -1.#IO,       0.0,      -1.$,  101
NF66      ,    225,      0, -1.#IO,  1.#R,  31.55, -1.#IO,       0.0,      -1.$,  101
NF67      ,    226,      0, -1.#IO,  1.#R,  33.66, -1.#IO,       0.0,      -1.$,  101
NF70      ,    227,      0, -1.#IO,  1.#R,  39.29, -1.#IO,       0.0,      -1.$,  101
NF71      ,    228,      0, -1.#IO,  1.#R,  40.53, -1.#IO,       0.0,      -1.$,  101
NF72      ,    229,      0, -1.#IO,  1.#R,  35.58, -1.#IO,       0.0,      -1.$,  101
NF73      ,    230,      0, -1.#IO,  1.#R,  40.27, -1.#IO,       0.0,      -1.$,  101
NF74      ,    231,      0, -1.#IO,  1.#R,  38.45, -1.#IO,       0.0,      -1.$,  101
NF75      ,    232,      0, -1.#IO,  1.#R,  35.11, -1.#IO,       0.0,      -1.$,  101
NF76      ,    233,      0, -1.#IO,  1.#R,  39.30, -1.#IO,       0.0,      -1.$,  101
NF77      ,    234,      0, -1.#IO,  1.#R,  40.92, -1.#IO,       0.0,      -1.$,  101
NF80      ,    235,      0, -1.#IO,  1.#R,  41.90, -1.#IO,       0.0,      -1.$,  101
NF81      ,    236,      0, -1.#IO,  1.#R,  29.15, -1.#IO,       0.0,      -1.$,  101
NF82      ,    237,      0, -1.#IO,  1.#R,  29.96, -1.#IO,       0.0,      -1.$,  101
NF83      ,    238,      0, -1.#IO,  1.#R,  34.35, -1.#IO,       0.0,      -1.$,  101
NF84      ,    239,      0, -1.#IO,  1.#R,  37.96, -1.#IO,       0.0,      -1.$,  101
NF85      ,    240,      0, -1.#IO,  1.#R,  40.75, -1.#IO,       0.0,      -1.$,  101
NF86      ,    241,      0, -1.#IO,  1.#R,  45.10, -1.#IO,       0.0,      -1.$,  101
NF87      ,    242,      0, -1.#IO,  1.#R,  44.11, -1.#IO,       0.0,      -1.$,  101
NF88      ,    243,      0, -1.#IO,  1.#R,  27.13, -1.#IO,       0.0,      -1.$,  101
NF89      ,    244,      0, -1.#IO,  1.#R,  30.91, -1.#IO,       0.0,      -1.$,  101
NF95      ,    245,      0, -1.#IO,  1.#R,  36.76, -1.#IO,       0.0,      -1.$,  101
NF96      ,    246,      0, -1.#IO,  1.#R,  37.33, -1.#IO,       0.0,      -1.$,  101
NF97      ,    247,      0, -1.#IO,  1.#R,  39.11, -1.#IO,       0.0,      -1.$,  101
NF98      ,    248,      0, -1.#IO,  1.#R,  31.84, -1.#IO,       0.0,      -1.$,  101
NF99      ,    249,      0, -1.#IO,  1.#R,  20.78, -1.#IO,       0.0,      -1.$,  101
NG07      ,    250,      0, -1.#IO,  1.#R,  46.29, -1.#IO,       0.0,      -1.$,  101
NG08      ,    251,      0, -1.#IO,  1.#R,  35.45, -1.#IO,       0.0,      -1.$,  101
NG09      ,    252,      0, -1.#IO,  1.#R,  33.52, -1.#IO,       0.0,      -1.$,  101
NG13      ,    253,      0, -1.#IO,  1.#R,  34.60, -1.#IO,       0.0,      -1.$,  101
NG14      ,    254,      0, -1.#IO,  1.#R,  34.42, -1.#IO,       0.0,      -1.$,  101
NG15      ,    255,      0, -1.#IO,  1.#R,  41.74, -1.#IO,       0.0,      -1.$,  101
NG18      ,    256,      0, -1.#IO,  1.#R,  34.51, -1.#IO,       0.0,      -1.$,  101
NG19      ,    257,      0, -1.#IO,  1.#R,  40.68, -1.#IO,       0.0,      -1.$,  101
NG20      ,    258,      0, -1.#IO,  1.#R,  36.63, -1.#IO,       0.0,      -1.$,  101
NG23      ,    259,      0, -1.#IO,  1.#R,  33.26, -1.#IO,       0.0,      -1.$,  101
NG24      ,    260,      0, -1.#IO,  1.#R,  36.38, -1.#IO,       0.0,      -1.$,  101
NG25      ,    261,      0, -1.#IO,  1.#R,  39.31, -1.#IO,       0.0,      -1.$,  101
NG26      ,    262,      0, -1.#IO,  1.#R,  42.67, -1.#IO,       0.0,      -1.$,  101
NG29      ,    263,      0, -1.#IO,  1.#R,  36.20, -1.#IO,       0.0,      -1.$,  101
NG30      ,    264,      0, -1.#IO,  1.#R,  34.03, -1.#IO,       0.0,      -1.$,  101
NG31      ,    265,      0, -1.#IO,  1.#R,  34.48, -1.#IO,       0.0,      -1.$,  101
NG32      ,    266,      0, -1.#IO,  1.#R,  32.00, -1.#IO,       0.0,      -1.$,  101
NG33      ,    267,      0, -1.#IO,  1.#R,  34.41, -1.#IO,       0.0,      -1.$,  101
NG34      ,    268,      0, -1.#IO,  1.#R,  33.12, -1.#IO,       0.0,      -1.$,  101
NG35      ,    269,      0, -1.#IO,  1.#R,  38.99, -1.#IO,       0.0,      -1.$,  101
NG36      ,    270,      0, -1.#IO,  1.#R,  33.16, -1.#IO,       0.0,      -1.$,  101
NG37      ,    271,      0, -1.#IO,  1.#R,  31.11, -1.#IO,       0.0,      -1.$,  101
NG38      ,    272,      0, -1.#IO,  1.#R,  30.06, -1.#IO,       0.0,      -1.$,  101
