Location,Loc_no,No_spp,Phi_in,Alpha,Wgt_n2,Phi_out,Spnum_in,Spnum_out,Iter
NO31      ,    723,      0, -1.#IO,  1.#R,  41.89, -1.#IO,       0.0,      -1.$,  101
NO32      ,    724,      0, -1.#IO,  1.#R,  43.53, -1.#IO,       0.0,      -1.$,  101
NO33      ,    725,      0, -1.#IO,  1.#R,  41.29, -1.#IO,       0.0,      -1.$,  101
NO34      ,    726,      0, -1.#IO,  1.#R,  35.71, -1.#IO,       0.0,      -1.$,  101
NO35      ,    727,      0, -1.#IO,  1.#R,  34.16, -1.#IO,       0.0,      -1.$,  101
NO36      ,    728,      0, -1.#IO,  1.#R,  32.36, -1.#IO,       0.0,      -1.$,  101
NO37      ,    729,      0, -1.#IO,  1.#R,  31.18, -1.#IO,       0.0,      -1.$,  101
NO38      ,    730,      0, -1.#IO,  1.#R,  31.96, -1.#IO,       0.0,      -1.$,  101
NO39      ,    731,      0, -1.#IO,  1.#R,  35.66, -1.#IO,       0.0,      -1.$,  101
NO40      ,    732,      0, -1.#IO,  1.#R,  41.25, -1.#IO,       0.0,      -1.$,  101
NO41      ,    733,      0, -1.#IO,  1.#R,  42.33, -1.#IO,       0.0,      -1.$,  101
NO42      ,    734,      0, -1.#IO,  1.#R,  41.21, -1.#IO,       0.0,      -1.$,  101
NO43      ,    735,      0, -1.#IO,  1.#R,  42.65, -1.#IO,       0.0,      -1.$,  101
NO44      ,    736,      0, -1.#IO,  1.#R,  37.75, -1.#IO,       0.0,      -1.$,  101
NO45      ,    737,      0, -1.#IO,  1.#R,  33.97, -1.#IO,       0.0,      -1.$,  101
NO46      ,    738,      0, -1.#IO,  1.#R,  29.12, -1.#IO,       0.0,      -1.$,  101
NO47      ,    739,      0, -1.#IO,  1.#R,  29.78, -1.#IO,       0.0,      -1.$,  101
NO48      ,    740,      0, -1.#IO,  1.#R,  35.60, -1.#IO,       0.0,      -1.$,  101
NO49      ,    741,      0, -1.#IO,  1.#R,  34.18, -1.#IO,       0.0,      -1.$,  101
NO50      ,    742,      0, -1.#IO,  1.#R,  42.88, -1.#IO,       0.0,      -1.$,  101
NO51      ,    743,      0, -1.#IO,  1.#R,  42.14, -1.#IO,       0.0,      -1.$,  101
NO52      ,    744,      0, -1.#IO,  1.#R,  23.13, -1.#IO,       0.0,      -1.$,  101
NO53      ,    745,      0, -1.#IO,  1.#R,  41.66, -1.#IO,       0.0,      -1.$,  101
NO54      ,    746,      0, -1.#IO,  1.#R,  37.17, -1.#IO,       0.0,      -1.$,  101
NO55      ,    747,      0, -1.#IO,  1.#R,  34.08, -1.#IO,       0.0,      -1.$,  101
NO56      ,    748,      0, -1.#IO,  1.#R,  33.16, -1.#IO,       0.0,      -1.$,  101
NO57      ,    749,      0, -1.#IO,  1.#R,  29.46, -1.#IO,       0.0,      -1.$,  101
NO58      ,    750,      0, -1.#IO,  1.#R,  31.14, -1.#IO,       0.0,      -1.$,  101
NO59      ,    751,      0, -1.#IO,  1.#R,  34.02, -1.#IO,       0.0,      -1.$,  101
NO60      ,    752,      0, -1.#IO,  1.#R,  44.78, -1.#IO,       0.0,      -1.$,  101
NO61      ,    753,      0, -1.#IO,  1.#R,  42.66, -1.#IO,       0.0,      -1.$,  101
NO63      ,    754,      0, -1.#IO,  1.#R,  40.04, -1.#IO,       0.0,      -1.$,  101
NO64      ,    755,      0, -1.#IO,  1.#R,  36.39, -1.#IO,       0.0,      -1.$,  101
NO65      ,    756,      0, -1.#IO,  1.#R,  33.90, -1.#IO,       0.0,      -1.$,  101
NO66      ,    757,      0, -1.#IO,  1.#R,  33.52, -1.#IO,       0.0,      -1.$,  101
NO67      ,    758,      0, -1.#IO,  1.#R,  31.12, -1.#IO,       0.0,      -1.$,  101
NO68      ,    759,      0, -1.#IO,  1.#R,  28.23, -1.#IO,       0.0,      -1.$,  101
NO69      ,    760,      0, -1.#IO,  1.#R,  29.38, -1.#IO,       0.0,      -1.$,  101
NO74      ,    761,      0, -1.#IO,  1.#R,  35.44, -1.#IO,       0.0,      -1.$,  101
NO75      ,    762,      0, -1.#IO,  1.#R,  34.51, -1.#IO,       0.0,      -1.$,  101
NO76      ,    763,      0, -1.#IO,  1.#R,  34.70, -1.#IO,       0.0,      -1.$,  101
NO77      ,    764,      0, -1.#IO,  1.#R,  35.86, -1.#IO,       0.0,      -1.$,  101
NO78      ,    765,      0, -1.#IO,  1.#R,  26.42, -1.#IO,       0.0,      -1.$,  101
NO79      ,    766,      0, -1.#IO,  1.#R,  28.96, -1.#IO,       0.0,      -1.$,  101
NO86      ,    767,      0, -1.#IO,  1.#R,  34.56, -1.#IO,       0.0,      -1.$,  101
NO87      ,    768,      0, -1.#IO,  1.#R,  37.20, -1.#IO,       0.0,      -1.$,  101
NO88      ,    769,      0, -1.#IO,  1.#R,  37.05, -1.#IO,       0.0,      -1.$,  101
NO89      ,    770,      0, -1.#IO,  1.#R,  34.48, -1.#IO,       0.0,      -1.$,  101
NO99      ,    771,      0, -1.#IO,  1.#R,  35.61, -1.#IO,       0.0,      -1.$,  101
NR15      ,    772,      0, -1.#IO,  1.#R,  31.27, -1.#IO,       0.0,      -1.$,  101
NR16      ,    773,      0, -1.#IO,  1.#R,  37.94, -1.#IO,       0.0,      -1.$,  101
NR24      ,    774,      0, -1.#IO,  1.#R,  36.32, -1.#IO,       0.0,      -1.$,  101
NR25      ,    775,      0, -1.#IO,  1.#R,  34.07, -1.#IO,       0.0,      -1.$,  101
NR26      ,    776,      0, -1.#IO,  1.#R,  36.52, -1.#IO,       0.0,      -1.$,  101
NR27      ,    777,      0, -1.#IO,  1.#R,  36.63, -1.#IO,       0.0,      -1.$,  101
NR33      ,    778,      0, -1.#IO,  1.#R,  33.03, -1.#IO,       0.0,      -1.$,  101
NR34      ,    779,      0, -1.#IO,  1.#R,  37.09, -1.#IO,       0.0,      -1.$,  101
NR35      ,    780,      0, -1.#IO,  1.#R,  33.54, -1.#IO,       0.0,      -1.$,  101
NR36      ,    781,      0, -1.#IO,  1.#R,  38.64, -1.#IO,       0.0,      -1.$,  101
NR37      ,    782,      0, -1.#IO,  1.#R,  39.54, -1.#IO,       0.0,      -1.$,  101
NR38      ,    783,      0, -1.#IO,  1.#R,  40.26, -1.#IO,       0.0,      -1.$,  101
NR39      ,    784,      0, -1.#IO,  1.#R,  35.69, -1.#IO,       0.0,      -1.$,  101
NR44      ,    785,      0, -1.#IO,  1.#R,  39.61, -1.#IO,       0.0,      -1.$,  101
NR45      ,    786,      0, -1.#IO,  1.#R,  36.73, -1.#IO,       0.0,      -1.$,  101
NR46      ,    787,      0, -1.#IO,  1.#R,  38.08, -1.#IO,       0.0,      -1.$,  101
NR47      ,    788,      0, -1.#IO,  1.#R,  37.33, -1.#IO,       0.0,      -1.$,  101
NR48      ,    789,      0, -1.#IO,  1.#R,  38.63, -1.#IO,       0.0,      -1.$,  101
NR49      ,    790,      0, -1.#IO,  1.#R,  34.87, -1.#IO,       0.0,      -1.$,  101
NR50      ,    791,      0, -1.#IO,  1.#R,  32.31, -1.#IO,       0.0,      -1.$,  101
NR51      ,    792,      0, -1.#IO,  1.#R,  33.16, -1.#IO,       0.0,      -1.$,  101
NR56      ,    793,      0, -1.#IO,  1.#R,  36.56, -1.#IO,       0.0,      -1.$,  101
NR57      ,    794,      0, -1.#IO,  1.#R,  35.19, -1.#IO,       0.0,      -1.$,  101
NR58      ,    795,      0, -1.#IO,  1.#R,  35.51, -1.#IO,       0.0,      -1.$,  101
NR59      ,    796,      0, -1.#IO,  1.#R,  34.54, -1.#IO,       0.0,      -1.$,  101
NR60      ,    797,      0, -1.#IO,  1.#R,  31.69, -1.#IO,       0.0,      -1.$,  101
NR61      ,    798,      0, -1.#IO,  1.#R,  30.27, -1.#IO,       0.0,      -1.$,  101
NR62      ,    799,      0, -1.#IO,  1.#R,  33.80, -1.#IO,       0.0,      -1.$,  101
NR63      ,    800,      0, -1.#IO,  1.#R,  32.53, -1.#IO,       0.0,      -1.$,  101
NR64      ,    801,      0, -1.#IO,  1.#R,  29.78, -1.#IO,       0.0,      -1.$,  101
NR65      ,    802,      0, -1.#IO,  1.#R,  34.84, -1.#IO,       0.0,      -1.$,  101
NR67      ,    803,      0, -1.#IO,  1.#R,  31.30, -1.#IO,       0.0,      -1.$,  101
NR68      ,    804,      0, -1.#IO,  1.#R,  32.61, -1.#IO,       0.0,      -1.$,  101
NR69      ,    805,      0, -1.#IO,  1.#R,  34.62, -1.#IO,       0.0,      -1.$,  101
NR70      ,    806,      0, -1.#IO,  1.#R,  32.06, -1.#IO,       0.0,      -1.$,  101
NR71      ,    807,      0, -1.#IO,  1.#R,  30.93, -1.#IO,       0.0,      -1.$,  101
NR72      ,    808,      0, -1.#IO,  1.#R,  31.95, -1.#IO,       0.0,      -1.$,  101
NR73      ,    809,      0, -1.#IO,  1.#R,  31.60, -1.#IO,       0.0,      -1.$,  101
NR74      ,    810,      0, -1.#IO,  1.#R,  33.25, -1.#IO,       0.0,      -1.$,  101
NR75      ,    811,      0, -1.#IO,  1.#R,  35.35, -1.#IO,       0.0,      -1.$,  101
NR76      ,    812,      0, -1.#IO,  1.#R,  35.20, -1.#IO,       0.0,      -1.$,  101
NR77      ,    813,      0, -1.#IO,  1.#R,  37.86, -1.#IO,       0.0,      -1.$,  101
NR78      ,    814,      0, -1.#IO,  1.#R,  37.82, -1.#IO,       0.0,      -1.$,  101
NR79      ,    815,      0, -1.#IO,  1.#R,  36.80, -1.#IO,       0.0,      -1.$,  101
NR82      ,    816,      0, -1.#IO,  1.#R,  33.32, -1.#IO,       0.0,      -1.$,  101
NR83      ,    817,      0, -1.#IO,  1.#R,  32.77, -1.#IO,       0.0,      -1.$,  101
NR84      ,    818,      0, -1.#IO,  1.#R,  32.38, -1.#IO,       0.0,      -1.$,  101
NR85      ,    819,      0, -1.#IO,  1.#R,  35.31, -1.#IO,       0.0,      -1.$,  101
NR86      ,    820,      0, -1.#IO,  1.#R,  36.92, -1.#IO,       0.0,      -1.$,  101
NR87      ,    821,      0, -1.#IO,  1.#R,  35.57, -1.#IO,       0.0,      -1.$,  101
NR88      ,    822,      0, -1.#IO,  1.#R,  35.83, -1.#IO,       0.0,      -1.$,  101
NR89      ,    823,      0, -1.#IO,  1.#R,  36.14, -1.#IO,       0.0,      -1.$,  101
NR92      ,    824,      0, -1.#IO,  1.#R,  30.66, -1.#IO,       0.0,      -1.$,  101
NR93      ,    825,      0, -1.#IO,  1.#R,  27.98, -1.#IO,       0.0,      -1.$,  101
NR94      ,    826,      0, -1.#IO,  1.#R,  23.10, -1.#IO,       0.0,      -1.$,  101
NR95      ,    827,      0, -1.#IO,  1.#R,  33.06, -1.#IO,       0.0,      -1.$,  101
NR96      ,    828,      0, -1.#IO,  1.#R,  37.90, -1.#IO,       0.0,      -1.$,  101
NR97      ,    829,      0, -1.#IO,  1.#R,  37.81, -1.#IO,       0.0,      -1.$,  101
NR98      ,    830,      0, -1.#IO,  1.#R,  36.33, -1.#IO,       0.0,      -1.$,  101
NR99      ,    831,      0, -1.#IO,  1.#R,  34.83, -1.#IO,       0.0,      -1.$,  101
NS00      ,    832,      0, -1.#IO,  1.#R,  31.61, -1.#IO,       0.0,      -1.$,  101
NS01      ,    833,      0, -1.#IO,  1.#R,  32.51, -1.#IO,       0.0,      -1.$,  101
NS02      ,    834,      0, -1.#IO,  1.#R,  35.41, -1.#IO,       0.0,      -1.$,  101
NS03      ,    835,      0, -1.#IO,  1.#R,  33.85, -1.#IO,       0.0,      -1.$,  101
NS04      ,    836,      0, -1.#IO,  1.#R,  34.22, -1.#IO,       0.0,      -1.$,  101
NS05      ,    837,      0, -1.#IO,  1.#R,  32.72, -1.#IO,       0.0,      -1.$,  101
NS06      ,    838,      0, -1.#IO,  1.#R,  30.40, -1.#IO,       0.0,      -1.$,  101
NS07      ,    839,      0, -1.#IO,  1.#R,  38.44, -1.#IO,       0.0,      -1.$,  101
NS08      ,    840,      0, -1.#IO,  1.#R,  37.08, -1.#IO,       0.0,      -1.$,  101
NS09      ,    841,      0, -1.#IO,  1.#R,  34.76, -1.#IO,       0.0,      -1.$,  101
NS10      ,    842,      0, -1.#IO,  1.#R,  31.58, -1.#IO,       0.0,      -1.$,  101
NS14      ,    843,      0, -1.#IO,  1.#R,  33.65, -1.#IO,       0.0,      -1.$,  101
NS15      ,    844,      0, -1.#IO,  1.#R,  34.12, -1.#IO,       0.0,      -1.$,  101
NS16      ,    845,      0, -1.#IO,  1.#R,  31.35, -1.#IO,       0.0,      -1.$,  101
NS17      ,    846,      0, -1.#IO,  1.#R,  40.51, -1.#IO,       0.0,      -1.$,  101
NS18      ,    847,      0, -1.#IO,  1.#R,  38.42, -1.#IO,       0.0,      -1.$,  101
NS19      ,    848,      0, -1.#IO,  1.#R,  36.84, -1.#IO,       0.0,      -1.$,  101
NS20      ,    849,      0, -1.#IO,  1.#R,  33.99, -1.#IO,       0.0,      -1.$,  101
NS21      ,    850,      0, -1.#IO,  1.#R,  31.12, -1.#IO,       0.0,      -1.$,  101
NS22      ,    851,      0, -1.#IO,  1.#R,  29.13, -1.#IO,       0.0,      -1.$,  101
NS23      ,    852,      0, -1.#IO,  1.#R,  29.57, -1.#IO,       0.0,      -1.$,  101
NS24      ,    853,      0, -1.#IO,  1.#R,  35.76, -1.#IO,       0.0,      -1.$,  101
NS25      ,    854,      0, -1.#IO,  1.#R,  28.38, -1.#IO,       0.0,      -1.$,  101
NS26      ,    855,      0, -1.#IO,  1.#R,  29.17, -1.#IO,       0.0,      -1.$,  101
NS27      ,    856,      0, -1.#IO,  1.#R,  31.42, -1.#IO,       0.0,      -1.$,  101
NS28      ,    857,      0, -1.#IO,  1.#R,  35.62, -1.#IO,       0.0,      -1.$,  101
NS29      ,    858,      0, -1.#IO,  1.#R,  35.76, -1.#IO,       0.0,      -1.$,  101
NS30      ,    859,      0, -1.#IO,  1.#R,  34.04, -1.#IO,       0.0,      -1.$,  101
NS31      ,    860,      0, -1.#IO,  1.#R,  29.38, -1.#IO,       0.0,      -1.$,  101
NS32      ,    861,      0, -1.#IO,  1.#R,  29.72, -1.#IO,       0.0,      -1.$,  101
NS33      ,    862,      0, -1.#IO,  1.#R,  35.46, -1.#IO,       0.0,      -1.$,  101
NS34      ,    863,      0, -1.#IO,  1.#R,  37.25, -1.#IO,       0.0,      -1.$,  101
NS35      ,    864,      0, -1.#IO,  1.#R,  37.44, -1.#IO,       0.0,      -1.$,  101
NS36      ,    865,      0, -1.#IO,  1.#R,  33.87, -1.#IO,       0.0,      -1.$,  101
NS37      ,    866,      0, -1.#IO,  1.#R,  33.54, -1.#IO,       0.0,      -1.$,  101
NS38      ,    867,      0, -1.#IO,  1.#R,  32.78, -1.#IO,       0.0,      -1.$,  101
NS39      ,    868,      0, -1.#IO,  1.#R,  33.54, -1.#IO,       0.0,      -1.$,  101
NS40      ,    869,      0, -1.#IO,  1.#R,  31.54, -1.#IO,       0.0,      -1.$,  101
NS41      ,    870,      0, -1.#IO,  1.#R,  30.60, -1.#IO,       0.0,      -1.$,  101
NS42      ,    871,      0, -1.#IO,  1.#R,  30.87, -1.#IO,       0.0,      -1.$,  101
NS43      ,    872,      0, -1.#IO,  1.#R,  34.62, -1.#IO,       0.0,      -1.$,  101
NS44      ,    873,      0, -1.#IO,  1.#R,  37.76, -1.#IO,       0.0,      -1.$,  101
NS45      ,    874,      0, -1.#IO,  1.#R,  39.09, -1.#IO,       0.0,      -1.$,  101
NS46      ,    875,      0, -1.#IO,  1.#R,  38.75, -1.#IO,       0.0,      -1.$,  101
NS47      ,    876,      0, -1.#IO,  1.#R,  34.24, -1.#IO,       0.0,      -1.$,  101
NS48      ,    877,      0, -1.#IO,  1.#R,  33.80, -1.#IO,       0.0,      -1.$,  101
NS49      ,    878,      0, -1.#IO,  1.#R,  29.98, -1.#IO,       0.0,      -1.$,  101
NS50      ,    879,      0, -1.#IO,  1.#R,  33.63, -1.#IO,       0.0,      -1.$,  101
NS51      ,    880,      0, -1.#IO,  1.#R,  32.41, -1.#IO,       0.0,      -1.$,  101
NS52      ,    881,      0, -1.#IO,  1.#R,  33.87, -1.#IO,       0.0,      -1.$,  101
NS53      ,    882,      0, -1.#IO,  1.#R,  37.40, -1.#IO,       0.0,      -1.$,  101
NS54      ,    883,      0, -1.#IO,  1.#R,  20.62, -1.#IO,       0.0,      -1.$,  101
NS55      ,    884,      0, -1.#IO,  1.#R,  40.05, -1.#IO,       0.0,      -1.$,  101
NS56      ,    885,      0, -1.#IO,  1.#R,  39.86, -1.#IO,       0.0,      -1.$,  101
NS57      ,    886,      0, -1.#IO,  1.#R,  40.77, -1.#IO,       0.0,      -1.$,  101
NS58      ,    887,      0, -1.#IO,  1.#R,  35.97, -1.#IO,       0.0,      -1.$,  101
NS59      ,    888,      0, -1.#IO,  1.#R,  30.37, -1.#IO,       0.0,      -1.$,  101
NS60      ,    889,      0, -1.#IO,  1.#R,  33.97, -1.#IO,       0.0,      -1.$,  101
NS61      ,    890,      0, -1.#IO,  1.#R,  34.73, -1.#IO,       0.0,      -1.$,  101
NS62      ,    891,      0, -1.#IO,  1.#R,  31.83, -1.#IO,       0.0,      -1.$,  101
NS63      ,    892,      0, -1.#IO,  1.#R,  28.75, -1.#IO,       0.0,      -1.$,  101
NS64      ,    893,      0, -1.#IO,  1.#R,  36.37, -1.#IO,       0.0,      -1.$,  101
NS65      ,    894,      0, -1.#IO,  1.#R,  40.17, -1.#IO,       0.0,      -1.$,  101
NS66      ,    895,      0, -1.#IO,  1.#R,  41.06, -1.#IO,       0.0,      -1.$,  101
NS67      ,    896,      0, -1.#IO,  1.#R,  39.96, -1.#IO,       0.0,      -1.$,  101
NS68      ,    897,      0, -1.#IO,  1.#R,  31.52, -1.#IO,       0.0,      -1.$,  101
NS69      ,    898,      0, -1.#IO,  1.#R,  35.92, -1.#IO,       0.0,      -1.$,  101
NS70      ,    899,      0, -1.#IO,  1.#R,  33.28, -1.#IO,       0.0,      -1.$,  101
NS71      ,    900,      0, -1.#IO,  1.#R,  35.22, -1.#IO,       0.0,      -1.$,  101
NS72      ,    901,      0, -1.#IO,  1.#R,  36.22, -1.#IO,       0.0,      -1.$,  101
NS73      ,    902,      0, -1.#IO,  1.#R,  28.35, -1.#IO,       0.0,      -1.$,  101
NS74      ,    903,      0, -1.#IO,  1.#R,  35.29, -1.#IO,       0.0,      -1.$,  101
NS75      ,    904,      0, -1.#IO,  1.#R,  39.37, -1.#IO,       0.0,      -1.$,  101
NS76      ,    905,      0, -1.#IO,  1.#R,  41.57, -1.#IO,       0.0,      -1.$,  101
NS77      ,    906,      0, -1.#IO,  1.#R,  40.24, -1.#IO,       0.0,      -1.$,  101
NS78      ,    907,      0, -1.#IO,  1.#R,  36.99, -1.#IO,       0.0,      -1.$,  101
NS79      ,    908,      0, -1.#IO,  1.#R,  38.02, -1.#IO,       0.0,      -1.$,  101
NS80      ,    909,      0, -1.#IO,  1.#R,  37.16, -1.#IO,       0.0,      -1.$,  101
NS81      ,    910,      0, -1.#IO,  1.#R,  39.94, -1.#IO,       0.0,      -1.$,  101
NS82      ,    911,      0, -1.#IO,  1.#R,  39.25, -1.#IO,       0.0,      -1.$,  101
NS83      ,    912,      0, -1.#IO,  1.#R,  35.29, -1.#IO,       0.0,      -1.$,  101
NS84      ,    913,      0, -1.#IO,  1.#R,  34.77, -1.#IO,       0.0,      -1.$,  101
NS85      ,    914,      0, -1.#IO,  1.#R,  35.59, -1.#IO,       0.0,      -1.$,  101
NS86      ,    915,      0, -1.#IO,  1.#R,  39.08, -1.#IO,       0.0,      -1.$,  101
NS87      ,    916,      0, -1.#IO,  1.#R,  38.56, -1.#IO,       0.0,      -1.$,  101
NS88      ,    917,      0, -1.#IO,  1.#R,  40.47, -1.#IO,       0.0,      -1.$,  101
NS89      ,    918,      0, -1.#IO,  1.#R,  43.17, -1.#IO,       0.0,      -1.$,  101
NS90      ,    919,      0, -1.#IO,  1.#R,  41.85, -1.#IO,       0.0,      -1.$,  101
NS91      ,    920,      0, -1.#IO,  1.#R,  43.86, -1.#IO,       0.0,      -1.$,  101
NS92      ,    921,      0, -1.#IO,  1.#R,  41.83, -1.#IO,       0.0,      -1.$,  101
NS93      ,    922,      0, -1.#IO,  1.#R,  31.56, -1.#IO,       0.0,      -1.$,  101
NS94      ,    923,      0, -1.#IO,  1.#R,  28.24, -1.#IO,       0.0,      -1.$,  101
NS95      ,    924,      0, -1.#IO,  1.#R,  34.53, -1.#IO,       0.0,      -1.$,  101
NS96      ,    925,      0, -1.#IO,  1.#R,  38.30, -1.#IO,       0.0,      -1.$,  101
NS97      ,    926,      0, -1.#IO,  1.#R,  38.03, -1.#IO,       0.0,      -1.$,  101
NS98      ,    927,      0, -1.#IO,  1.#R,  42.06, -1.#IO,       0.0,      -1.$,  101
NS99      ,    928,      0, -1.#IO,  1.#R,  39.10, -1.#IO,       0.0,      -1.$,  101
NT00      ,    929,      0, -1.#IO,  1.#R,  37.41, -1.#IO,       0.0,      -1.$,  101
NT01      ,    930,      0, -1.#IO,  1.#R,  42.01, -1.#IO,       0.0,      -1.$,  101
NT02      ,    931,      0, -1.#IO,  1.#R,  41.02, -1.#IO,       0.0,      -1.$,  101
NT03      ,    932,      0, -1.#IO,  1.#R,  34.54, -1.#IO,       0.0,      -1.$,  101
NT04      ,    933,      0, -1.#IO,  1.#R,  29.80, -1.#IO,       0.0,      -1.$,  101
NT05      ,    934,      0, -1.#IO,  1.#R,  32.98, -1.#IO,       0.0,      -1.$,  101
NT06      ,    935,      0, -1.#IO,  1.#R,  36.00, -1.#IO,       0.0,      -1.$,  101
NT07      ,    936,      0, -1.#IO,  1.#R,  32.42, -1.#IO,       0.0,      -1.$,  101
NT08      ,    937,      0, -1.#IO,  1.#R,  34.53, -1.#IO,       0.0,      -1.$,  101
NT09      ,    938,      0, -1.#IO,  1.#R,  37.35, -1.#IO,       0.0,      -1.$,  101
NT10      ,    939,      0, -1.#IO,  1.#R,  38.13, -1.#IO,       0.0,      -1.$,  101
NT11      ,    940,      0, -1.#IO,  1.#R,  39.82, -1.#IO,       0.0,      -1.$,  101
NT12      ,    941,      0, -1.#IO,  1.#R,  39.92, -1.#IO,       0.0,      -1.$,  101
NT13      ,    942,      0, -1.#IO,  1.#R,  38.49, -1.#IO,       0.0,      -1.$,  101
NT14      ,    943,      0, -1.#IO,  1.#R,  34.25, -1.#IO,       0.0,      -1.$,  101
NT15      ,    944,      0, -1.#IO,  1.#R,  36.42, -1.#IO,       0.0,      -1.$,  101
NT16      ,    945,      0, -1.#IO,  1.#R,  37.85, -1.#IO,       0.0,      -1.$,  101
NT17      ,    946,      0, -1.#IO,  1.#R,  33.33, -1.#IO,       0.0,      -1.$,  101
NT18      ,    947,      0, -1.#IO,  1.#R,  39.58, -1.#IO,       0.0,      -1.$,  101
NT19      ,    948,      0, -1.#IO,  1.#R,  40.75, -1.#IO,       0.0,      -1.$,  101
NT20      ,    949,      0, -1.#IO,  1.#R,  36.59, -1.#IO,       0.0,      -1.$,  101
NT21      ,    950,      0, -1.#IO,  1.#R,  42.66, -1.#IO,       0.0,      -1.$,  101
NT22      ,    951,      0, -1.#IO,  1.#R,  42.03, -1.#IO,       0.0,      -1.$,  101
NT23      ,    952,      0, -1.#IO,  1.#R,  37.23, -1.#IO,       0.0,      -1.$,  101
NT24      ,    953,      0, -1.#IO,  1.#R,  35.88, -1.#IO,       0.0,      -1.$,  101
NT25      ,    954,      0, -1.#IO,  1.#R,  30.00, -1.#IO,       0.0,      -1.$,  101
NT26      ,    955,      0, -1.#IO,  1.#R,  36.03, -1.#IO,       0.0,      -1.$,  101
NT27      ,    956,      0, -1.#IO,  1.#R,  36.76, -1.#IO,       0.0,      -1.$,  101
NT28      ,    957,      0, -1.#IO,  1.#R,  38.77, -1.#IO,       0.0,      -1.$,  101
NT29      ,    958,      0, -1.#IO,  1.#R,  43.41, -1.#IO,       0.0,      -1.$,  101
NT30      ,    959,      0, -1.#IO,  1.#R,  38.18, -1.#IO,       0.0,      -1.$,  101
NT31      ,    960,      0, -1.#IO,  1.#R,  42.31, -1.#IO,       0.0,      -1.$,  101
NT32      ,    961,      0, -1.#IO,  1.#R,  42.78, -1.#IO,       0.0,      -1.$,  101
NT33      ,    962,      0, -1.#IO,  1.#R,  38.57, -1.#IO,       0.0,      -1.$,  101
NT34      ,    963,      0, -1.#IO,  1.#R,  37.01, -1.#IO,       0.0,      -1.$,  101
NT35      ,    964,      0, -1.#IO,  1.#R,  30.22, -1.#IO,       0.0,      -1.$,  101
NT36      ,    965,      0, -1.#IO,  1.#R,  35.37, -1.#IO,       0.0,      -1.$,  101
NT37      ,    966,      0, -1.#IO,  1.#R,  38.34, -1.#IO,       0.0,      -1.$,  101
NT39      ,    967,      0, -1.#IO,  1.#R,  38.50, -1.#IO,       0.0,      -1.$,  101
NT40      ,    968,      0, -1.#IO,  1.#R,  39.96, -1.#IO,       0.0,      -1.$,  101
NT41      ,    969,      0, -1.#IO,  1.#R,  40.09, -1.#IO,       0.0,      -1.$,  101
NT42      ,    970,      0, -1.#IO,  1.#R,  36.32, -1.#IO,       0.0,      -1.$,  101
NT43      ,    971,      0, -1.#IO,  1.#R,  32.39, -1.#IO,       0.0,      -1.$,  101
NT44      ,    972,      0, -1.#IO,  1.#R,  27.27, -1.#IO,       0.0,      -1.$,  101
NT45      ,    973,      0, -1.#IO,  1.#R,  25.40, -1.#IO,       0.0,      -1.$,  101
NT46      ,    974,      0, -1.#IO,  1.#R,  38.46, -1.#IO,       0.0,      -1.$,  101
NT47      ,    975,      0, -1.#IO,  1.#R,  39.47, -1.#IO,       0.0,      -1.$,  101
NT48      ,    976,      0, -1.#IO,  1.#R,  42.66, -1.#IO,       0.0,      -1.$,  101
NT49      ,    977,      0, -1.#IO,  1.#R,  32.73, -1.#IO,       0.0,      -1.$,  101
NT50      ,    978,      0, -1.#IO,  1.#R,  42.74, -1.#IO,       0.0,      -1.$,  101
NT51      ,    979,      0, -1.#IO,  1.#R,  25.72, -1.#IO,       0.0,      -1.$,  101
NT52      ,    980,      0, -1.#IO,  1.#R,  25.65, -1.#IO,       0.0,      -1.$,  101
NT53      ,    981,      0, -1.#IO,  1.#R,  23.12, -1.#IO,       0.0,      -1.$,  101
NT54      ,    982,      0, -1.#IO,  1.#R,  21.60, -1.#IO,       0.0,      -1.$,  101
NT55      ,    983,      0, -1.#IO,  1.#R,  32.44, -1.#IO,       0.0,      -1.$,  101
NT56      ,    984,      0, -1.#IO,  1.#R,  36.30, -1.#IO,       0.0,      -1.$,  101
NT57      ,    985,      0, -1.#IO,  1.#R,  38.82, -1.#IO,       0.0,      -1.$,  101
NT58      ,    986,      0, -1.#IO,  1.#R,  43.13, -1.#IO,       0.0,      -1.$,  101
NT59      ,    987,      0, -1.#IO,  1.#R,  29.25, -1.#IO,       0.0,      -1.$,  101
NT60      ,    988,      0, -1.#IO,  1.#R,  39.64, -1.#IO,       0.0,      -1.$,  101
NT61      ,    989,      0, -1.#IO,  1.#R,  27.73, -1.#IO,       0.0,      -1.$,  101
NT62      ,    990,      0, -1.#IO,  1.#R,  32.71, -1.#IO,       0.0,      -1.$,  101
NT63      ,    991,      0, -1.#IO,  1.#R,  33.32, -1.#IO,       0.0,      -1.$,  101
NT64      ,    992,      0, -1.#IO,  1.#R,  28.99, -1.#IO,       0.0,      -1.$,  101
NT65      ,    993,      0, -1.#IO,  1.#R,  33.64, -1.#IO,       0.0,      -1.$,  101
NT66      ,    994,      0, -1.#IO,  1.#R,  30.97, -1.#IO,       0.0,      -1.$,  101
NT67      ,    995,      0, -1.#IO,  1.#R,  37.51, -1.#IO,       0.0,      -1.$,  101
