"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"NT29",958,0,NA,NA,43.41,NA,0,NA,101
"NT30",959,0,NA,NA,38.18,NA,0,NA,101
"NT31",960,0,NA,NA,42.31,NA,0,NA,101
"NT32",961,0,NA,NA,42.78,NA,0,NA,101
"NT33",962,0,NA,NA,38.57,NA,0,NA,101
"NT34",963,0,NA,NA,37.01,NA,0,NA,101
"NT35",964,0,NA,NA,30.22,NA,0,NA,101
"NT36",965,0,NA,NA,35.37,NA,0,NA,101
"NT37",966,0,NA,NA,38.34,NA,0,NA,101
"NT39",967,0,NA,NA,38.5,NA,0,NA,101
"NT40",968,0,NA,NA,39.96,NA,0,NA,101
"NT41",969,0,NA,NA,40.09,NA,0,NA,101
"NT42",970,0,NA,NA,36.32,NA,0,NA,101
"NT43",971,0,NA,NA,32.39,NA,0,NA,101
"NT44",972,0,NA,NA,27.27,NA,0,NA,101
"NT45",973,0,NA,NA,25.4,NA,0,NA,101
"NT46",974,0,NA,NA,38.46,NA,0,NA,101
"NT47",975,0,NA,NA,39.47,NA,0,NA,101
"NT48",976,0,NA,NA,42.66,NA,0,NA,101
"NT49",977,0,NA,NA,32.73,NA,0,NA,101
"NT50",978,0,NA,NA,42.74,NA,0,NA,101
"NT51",979,0,NA,NA,25.72,NA,0,NA,101
"NT52",980,0,NA,NA,25.65,NA,0,NA,101
"NT53",981,0,NA,NA,23.12,NA,0,NA,101
"NT54",982,0,NA,NA,21.6,NA,0,NA,101
"NT55",983,0,NA,NA,32.44,NA,0,NA,101
"NT56",984,0,NA,NA,36.3,NA,0,NA,101
"NT57",985,0,NA,NA,38.82,NA,0,NA,101
"NT58",986,0,NA,NA,43.13,NA,0,NA,101
"NT59",987,0,NA,NA,29.25,NA,0,NA,101
"NT60",988,0,NA,NA,39.64,NA,0,NA,101
"NT61",989,0,NA,NA,27.73,NA,0,NA,101
"NT62",990,0,NA,NA,32.71,NA,0,NA,101
"NT63",991,0,NA,NA,33.32,NA,0,NA,101
"NT64",992,0,NA,NA,28.99,NA,0,NA,101
"NT65",993,0,NA,NA,33.64,NA,0,NA,101
"NT66",994,0,NA,NA,30.97,NA,0,NA,101
"NT67",995,0,NA,NA,37.51,NA,0,NA,101
"NT68",996,0,NA,NA,42.38,NA,0,NA,101
"NT70",997,0,NA,NA,34.13,NA,0,NA,101
"NT71",998,0,NA,NA,32.34,NA,0,NA,101
"NT72",999,0,NA,NA,35.7,NA,0,NA,101
"NT73",1000,0,NA,NA,34.8,NA,0,NA,101
"NT74",1001,0,NA,NA,34.86,NA,0,NA,101
"NT75",1002,0,NA,NA,32.15,NA,0,NA,101
"NT76",1003,0,NA,NA,31.98,NA,0,NA,101
"NT77",1004,0,NA,NA,38.61,NA,0,NA,101
"NT80",1005,0,NA,NA,30.21,NA,0,NA,101
"NT81",1006,0,NA,NA,30.05,NA,0,NA,101
"NT82",1007,0,NA,NA,30.55,NA,0,NA,101
"NT83",1008,0,NA,NA,35.91,NA,0,NA,101
"NT84",1009,0,NA,NA,35.79,NA,0,NA,101
"NT85",1010,0,NA,NA,34.65,NA,0,NA,101
"NT86",1011,0,NA,NA,33.87,NA,0,NA,101
"NT87",1012,0,NA,NA,36.9,NA,0,NA,101
"NT90",1013,0,NA,NA,28.77,NA,0,NA,101
"NT91",1014,0,NA,NA,28.25,NA,0,NA,101
"NT92",1015,0,NA,NA,28.98,NA,0,NA,101
"NT93",1016,0,NA,NA,33.46,NA,0,NA,101
"NT94",1017,0,NA,NA,36.27,NA,0,NA,101
"NT95",1018,0,NA,NA,36.45,NA,0,NA,101
"NT96",1019,0,NA,NA,34.74,NA,0,NA,101
"NU00",1020,0,NA,NA,30.57,NA,0,NA,101
"NU01",1021,0,NA,NA,29.78,NA,0,NA,101
"NU02",1022,0,NA,NA,30.5,NA,0,NA,101
"NU03",1023,0,NA,NA,30.87,NA,0,NA,101
"NU04",1024,0,NA,NA,36.92,NA,0,NA,101
"NU05",1025,0,NA,NA,34.29,NA,0,NA,101
"NU10",1026,0,NA,NA,28.79,NA,0,NA,101
"NU11",1027,0,NA,NA,29.68,NA,0,NA,101
"NU12",1028,0,NA,NA,33.65,NA,0,NA,101
"NU13",1029,0,NA,NA,35.29,NA,0,NA,101
"NU14",1030,0,NA,NA,27.43,NA,0,NA,101
"NU20",1031,0,NA,NA,34.12,NA,0,NA,101
"NU21",1032,0,NA,NA,34.09,NA,0,NA,101
"NU22",1033,0,NA,NA,33.52,NA,0,NA,101
"NU23",1034,0,NA,NA,30.56,NA,0,NA,101
"NW95",1035,0,NA,NA,34.24,NA,0,NA,101
"NW96",1036,0,NA,NA,34.96,NA,0,NA,101
"NW97",1037,0,NA,NA,33.34,NA,0,NA,101
"NX03",1038,0,NA,NA,34.94,NA,0,NA,101
"NX04",1039,0,NA,NA,33.22,NA,0,NA,101
"NX05",1040,0,NA,NA,32.28,NA,0,NA,101
"NX06",1041,0,NA,NA,33.7,NA,0,NA,101
"NX07",1042,0,NA,NA,31.26,NA,0,NA,101
"NX08",1043,0,NA,NA,37.07,NA,0,NA,101
"NX09",1044,0,NA,NA,33.32,NA,0,NA,101
"NX13",1045,0,NA,NA,33.19,NA,0,NA,101
"NX14",1046,0,NA,NA,34.95,NA,0,NA,101
"NX15",1047,0,NA,NA,34.36,NA,0,NA,101
"NX16",1048,0,NA,NA,31.71,NA,0,NA,101
"NX17",1049,0,NA,NA,31.27,NA,0,NA,101
"NX18",1050,0,NA,NA,34.76,NA,0,NA,101
"NX19",1051,0,NA,NA,35.72,NA,0,NA,101
"NX24",1052,0,NA,NA,34.04,NA,0,NA,101
"NX25",1053,0,NA,NA,32.01,NA,0,NA,101
"NX26",1054,0,NA,NA,34.51,NA,0,NA,101
"NX27",1055,0,NA,NA,31.39,NA,0,NA,101
"NX28",1056,0,NA,NA,31.19,NA,0,NA,101
"NX29",1057,0,NA,NA,30.17,NA,0,NA,101
"NX33",1058,0,NA,NA,31.05,NA,0,NA,101
"NX34",1059,0,NA,NA,32.71,NA,0,NA,101
"NX35",1060,0,NA,NA,33.96,NA,0,NA,101
"NX36",1061,0,NA,NA,32.68,NA,0,NA,101
"NX37",1062,0,NA,NA,33.03,NA,0,NA,101
"NX38",1063,0,NA,NA,30.68,NA,0,NA,101
"NX39",1064,0,NA,NA,30.94,NA,0,NA,101
"NX43",1065,0,NA,NA,34.17,NA,0,NA,101
"NX44",1066,0,NA,NA,32.76,NA,0,NA,101
"NX45",1067,0,NA,NA,33.95,NA,0,NA,101
"NX46",1068,0,NA,NA,32.66,NA,0,NA,101
"NX47",1069,0,NA,NA,30.28,NA,0,NA,101
"NX48",1070,0,NA,NA,29.72,NA,0,NA,101
"NX49",1071,0,NA,NA,30.63,NA,0,NA,101
"NX54",1072,0,NA,NA,32.78,NA,0,NA,101
"NX55",1073,0,NA,NA,31.79,NA,0,NA,101
"NX56",1074,0,NA,NA,32.89,NA,0,NA,101
"NX57",1075,0,NA,NA,33.15,NA,0,NA,101
"NX58",1076,0,NA,NA,32.8,NA,0,NA,101
"NX59",1077,0,NA,NA,31.9,NA,0,NA,101
"NX64",1078,0,NA,NA,30.86,NA,0,NA,101
"NX65",1079,0,NA,NA,32.28,NA,0,NA,101
"NX66",1080,0,NA,NA,35.99,NA,0,NA,101
"NX67",1081,0,NA,NA,36.93,NA,0,NA,101
"NX68",1082,0,NA,NA,33.89,NA,0,NA,101
"NX69",1083,0,NA,NA,34.68,NA,0,NA,101
"NX74",1084,0,NA,NA,29.37,NA,0,NA,101
"NX75",1085,0,NA,NA,30.53,NA,0,NA,101
"NX76",1086,0,NA,NA,29.46,NA,0,NA,101
"NX77",1087,0,NA,NA,33.65,NA,0,NA,101
"NX78",1088,0,NA,NA,35.32,NA,0,NA,101
"NX79",1089,0,NA,NA,34.78,NA,0,NA,101
"NX84",1090,0,NA,NA,43.69,NA,0,NA,101
"NX85",1091,0,NA,NA,39.53,NA,0,NA,101
"NX86",1092,0,NA,NA,29.12,NA,0,NA,101
"NX87",1093,0,NA,NA,25.03,NA,0,NA,101
"NX88",1094,0,NA,NA,27.32,NA,0,NA,101
"NX89",1095,0,NA,NA,25.39,NA,0,NA,101
"NX90",1096,0,NA,NA,41.11,NA,0,NA,101
"NX91",1097,0,NA,NA,41.64,NA,0,NA,101
"NX92",1098,0,NA,NA,44.02,NA,0,NA,101
"NX93",1099,0,NA,NA,37.65,NA,0,NA,101
"NX95",1100,0,NA,NA,38.99,NA,0,NA,101
"NX96",1101,0,NA,NA,30.66,NA,0,NA,101
"NX97",1102,0,NA,NA,32.14,NA,0,NA,101
"NX98",1103,0,NA,NA,29.97,NA,0,NA,101
"NX99",1104,0,NA,NA,35.95,NA,0,NA,101
"NY00",1105,0,NA,NA,39.74,NA,0,NA,101
"NY01",1106,0,NA,NA,36.49,NA,0,NA,101
"NY02",1107,0,NA,NA,42.31,NA,0,NA,101
"NY03",1108,0,NA,NA,45.74,NA,0,NA,101
"NY04",1109,0,NA,NA,42.96,NA,0,NA,101
"NY05",1110,0,NA,NA,32.96,NA,0,NA,101
"NY06",1111,0,NA,NA,36.29,NA,0,NA,101
"NY07",1112,0,NA,NA,33.73,NA,0,NA,101
"NY08",1113,0,NA,NA,30.61,NA,0,NA,101
"NY09",1114,0,NA,NA,33.82,NA,0,NA,101
"NY10",1115,0,NA,NA,27.54,NA,0,NA,101
"NY11",1116,0,NA,NA,24.07,NA,0,NA,101
"NY12",1117,0,NA,NA,31.28,NA,0,NA,101
"NY13",1118,0,NA,NA,40.29,NA,0,NA,101
"NY14",1119,0,NA,NA,41.59,NA,0,NA,101
"NY15",1120,0,NA,NA,39.41,NA,0,NA,101
"NY16",1121,0,NA,NA,36.55,NA,0,NA,101
"NY17",1122,0,NA,NA,34.14,NA,0,NA,101
"NY18",1123,0,NA,NA,31.02,NA,0,NA,101
"NY19",1124,0,NA,NA,36.26,NA,0,NA,101
"NY20",1125,0,NA,NA,32.07,NA,0,NA,101
"NY21",1126,0,NA,NA,29.81,NA,0,NA,101
"NY22",1127,0,NA,NA,26.77,NA,0,NA,101
"NY23",1128,0,NA,NA,30.82,NA,0,NA,101
"NY24",1129,0,NA,NA,37.46,NA,0,NA,101
"NY25",1130,0,NA,NA,37.17,NA,0,NA,101
"NY26",1131,0,NA,NA,36.78,NA,0,NA,101
"NY27",1132,0,NA,NA,34.7,NA,0,NA,101
"NY28",1133,0,NA,NA,31.67,NA,0,NA,101
"NY29",1134,0,NA,NA,36.62,NA,0,NA,101
"NY30",1135,0,NA,NA,35.03,NA,0,NA,101
"NY31",1136,0,NA,NA,34.07,NA,0,NA,101
"NY32",1137,0,NA,NA,32.61,NA,0,NA,101
"NY33",1138,0,NA,NA,30.55,NA,0,NA,101
"NY34",1139,0,NA,NA,33,NA,0,NA,101
"NY35",1140,0,NA,NA,33.03,NA,0,NA,101
"NY36",1141,0,NA,NA,35.43,NA,0,NA,101
"NY37",1142,0,NA,NA,33.46,NA,0,NA,101
"NY38",1143,0,NA,NA,28.12,NA,0,NA,101
"NY39",1144,0,NA,NA,37.42,NA,0,NA,101
"NY40",1145,0,NA,NA,40.09,NA,0,NA,101
"NY41",1146,0,NA,NA,38.83,NA,0,NA,101
"NY42",1147,0,NA,NA,30.59,NA,0,NA,101
"NY43",1148,0,NA,NA,30.2,NA,0,NA,101
"NY44",1149,0,NA,NA,29.54,NA,0,NA,101
"NY45",1150,0,NA,NA,28.94,NA,0,NA,101
"NY46",1151,0,NA,NA,31.41,NA,0,NA,101
"NY47",1152,0,NA,NA,31.53,NA,0,NA,101
"NY48",1153,0,NA,NA,33.02,NA,0,NA,101
"NY49",1154,0,NA,NA,33.37,NA,0,NA,101
"NY50",1155,0,NA,NA,44.4,NA,0,NA,101
"NY51",1156,0,NA,NA,36.5,NA,0,NA,101
"NY52",1157,0,NA,NA,30.67,NA,0,NA,101
"NY53",1158,0,NA,NA,33.04,NA,0,NA,101
"NY54",1159,0,NA,NA,32.83,NA,0,NA,101
"NY55",1160,0,NA,NA,33.59,NA,0,NA,101
"NY56",1161,0,NA,NA,32.16,NA,0,NA,101
"NY57",1162,0,NA,NA,31.35,NA,0,NA,101
"NY58",1163,0,NA,NA,36.76,NA,0,NA,101
"NY59",1164,0,NA,NA,39.86,NA,0,NA,101
"NY60",1165,0,NA,NA,42.47,NA,0,NA,101
"NY61",1166,0,NA,NA,32.74,NA,0,NA,101
"NY62",1167,0,NA,NA,32.95,NA,0,NA,101
"NY63",1168,0,NA,NA,37.88,NA,0,NA,101
"NY64",1169,0,NA,NA,35.62,NA,0,NA,101
"NY65",1170,0,NA,NA,35.78,NA,0,NA,101
"NY66",1171,0,NA,NA,36.23,NA,0,NA,101
"NY67",1172,0,NA,NA,35.69,NA,0,NA,101
"NY68",1173,0,NA,NA,35.1,NA,0,NA,101
"NY69",1174,0,NA,NA,36.86,NA,0,NA,101
"NY70",1175,0,NA,NA,39.78,NA,0,NA,101
"NY71",1176,0,NA,NA,29.77,NA,0,NA,101
"NY72",1177,0,NA,NA,39.83,NA,0,NA,101
"NY73",1178,0,NA,NA,36.32,NA,0,NA,101
"NY74",1179,0,NA,NA,36.33,NA,0,NA,101
"NY75",1180,0,NA,NA,35.6,NA,0,NA,101
"NY76",1181,0,NA,NA,38.2,NA,0,NA,101
"NY77",1182,0,NA,NA,34.47,NA,0,NA,101
"NY78",1183,0,NA,NA,34.68,NA,0,NA,101
"NY79",1184,0,NA,NA,35.72,NA,0,NA,101
"NY80",1185,0,NA,NA,40.54,NA,0,NA,101
"NY81",1186,0,NA,NA,41,NA,0,NA,101
"NY82",1187,0,NA,NA,37.22,NA,0,NA,101
"NY83",1188,0,NA,NA,36.96,NA,0,NA,101
"NY84",1189,0,NA,NA,34.37,NA,0,NA,101
"NY85",1190,0,NA,NA,31.5,NA,0,NA,101
"NY86",1191,0,NA,NA,37.61,NA,0,NA,101
"NY87",1192,0,NA,NA,33.7,NA,0,NA,101
"NY88",1193,0,NA,NA,32.54,NA,0,NA,101
"NY89",1194,0,NA,NA,32.6,NA,0,NA,101
"NY90",1195,0,NA,NA,39.1,NA,0,NA,101
"NY91",1196,0,NA,NA,39.36,NA,0,NA,101
"NY92",1197,0,NA,NA,37.54,NA,0,NA,101
"NY93",1198,0,NA,NA,34.88,NA,0,NA,101
"NY94",1199,0,NA,NA,30.84,NA,0,NA,101
"NY95",1200,0,NA,NA,35.03,NA,0,NA,101
"NY96",1201,0,NA,NA,34.17,NA,0,NA,101
"NY97",1202,0,NA,NA,35.13,NA,0,NA,101
"NY98",1203,0,NA,NA,31.11,NA,0,NA,101
"NY99",1204,0,NA,NA,29.38,NA,0,NA,101
"NZ00",1205,0,NA,NA,38.09,NA,0,NA,101
"NZ01",1206,0,NA,NA,27.38,NA,0,NA,101
"NZ02",1207,0,NA,NA,28.7,NA,0,NA,101
"NZ03",1208,0,NA,NA,27.87,NA,0,NA,101
"NZ04",1209,0,NA,NA,29.97,NA,0,NA,101
"NZ05",1210,0,NA,NA,31.8,NA,0,NA,101
"NZ06",1211,0,NA,NA,29.95,NA,0,NA,101
"NZ07",1212,0,NA,NA,30.39,NA,0,NA,101
"NZ08",1213,0,NA,NA,31.02,NA,0,NA,101
"NZ09",1214,0,NA,NA,29.43,NA,0,NA,101
"NZ10",1215,0,NA,NA,33.86,NA,0,NA,101
"NZ11",1216,0,NA,NA,31.96,NA,0,NA,101
"NZ12",1217,0,NA,NA,29.09,NA,0,NA,101
"NZ13",1218,0,NA,NA,27.28,NA,0,NA,101
"NZ14",1219,0,NA,NA,31.13,NA,0,NA,101
"NZ15",1220,0,NA,NA,31.15,NA,0,NA,101
"NZ16",1221,0,NA,NA,33.15,NA,0,NA,101
"NZ17",1222,0,NA,NA,31.61,NA,0,NA,101
"NZ18",1223,0,NA,NA,32.98,NA,0,NA,101
"NZ19",1224,0,NA,NA,31.5,NA,0,NA,101
"NZ20",1225,0,NA,NA,31.16,NA,0,NA,101
"NZ21",1226,0,NA,NA,33.28,NA,0,NA,101
"NZ22",1227,0,NA,NA,34.93,NA,0,NA,101
"NZ23",1228,0,NA,NA,33.56,NA,0,NA,101
"NZ24",1229,0,NA,NA,35.07,NA,0,NA,101
"NZ25",1230,0,NA,NA,35.06,NA,0,NA,101
"NZ26",1231,0,NA,NA,35.58,NA,0,NA,101
"NZ27",1232,0,NA,NA,32.21,NA,0,NA,101
"NZ28",1233,0,NA,NA,32.52,NA,0,NA,101
"NZ29",1234,0,NA,NA,34.05,NA,0,NA,101
"NZ30",1235,0,NA,NA,33.46,NA,0,NA,101
"NZ31",1236,0,NA,NA,34.42,NA,0,NA,101
"NZ32",1237,0,NA,NA,32.2,NA,0,NA,101
"NZ33",1238,0,NA,NA,33.91,NA,0,NA,101
"NZ34",1239,0,NA,NA,32.8,NA,0,NA,101
"NZ35",1240,0,NA,NA,39.63,NA,0,NA,101
"NZ36",1241,0,NA,NA,37.19,NA,0,NA,101
"NZ37",1242,0,NA,NA,32.38,NA,0,NA,101
"NZ38",1243,0,NA,NA,34.3,NA,0,NA,101
"NZ39",1244,0,NA,NA,31.08,NA,0,NA,101
"NZ40",1245,0,NA,NA,40.11,NA,0,NA,101
"NZ41",1246,0,NA,NA,38.16,NA,0,NA,101
"NZ42",1247,0,NA,NA,40.1,NA,0,NA,101
"NZ43",1248,0,NA,NA,37.08,NA,0,NA,101
"NZ44",1249,0,NA,NA,37.44,NA,0,NA,101
"NZ45",1250,0,NA,NA,38.71,NA,0,NA,101
"NZ46",1251,0,NA,NA,39.4,NA,0,NA,101
"NZ50",1252,0,NA,NA,39.68,NA,0,NA,101
"NZ51",1253,0,NA,NA,39.6,NA,0,NA,101
"NZ52",1254,0,NA,NA,37.7,NA,0,NA,101
"NZ53",1255,0,NA,NA,39.52,NA,0,NA,101
"NZ60",1256,0,NA,NA,27.27,NA,0,NA,101
"NZ61",1257,0,NA,NA,36.15,NA,0,NA,101
"NZ62",1258,0,NA,NA,41.81,NA,0,NA,101
"NZ70",1259,0,NA,NA,31.9,NA,0,NA,101
"NZ71",1260,0,NA,NA,38.79,NA,0,NA,101
"NZ72",1261,0,NA,NA,32.91,NA,0,NA,101
"NZ80",1262,0,NA,NA,33.03,NA,0,NA,101
"NZ81",1263,0,NA,NA,37.91,NA,0,NA,101
"NZ90",1264,0,NA,NA,30.64,NA,0,NA,101
"NZ91",1265,0,NA,NA,29.68,NA,0,NA,101
"SD08",1266,0,NA,NA,33.81,NA,0,NA,101
"SD09",1267,0,NA,NA,37.13,NA,0,NA,101
"SD16",1268,0,NA,NA,27.87,NA,0,NA,101
"SD17",1269,0,NA,NA,30.54,NA,0,NA,101
"SD18",1270,0,NA,NA,25.88,NA,0,NA,101
"SD19",1271,0,NA,NA,29.2,NA,0,NA,101
"SD20",1272,0,NA,NA,37.67,NA,0,NA,101
"SD21",1273,0,NA,NA,35.31,NA,0,NA,101
"SD23",1274,0,NA,NA,36.75,NA,0,NA,101
"SD26",1275,0,NA,NA,30.7,NA,0,NA,101
"SD27",1276,0,NA,NA,36.89,NA,0,NA,101
"SD28",1277,0,NA,NA,26.89,NA,0,NA,101
"SD29",1278,0,NA,NA,31.82,NA,0,NA,101
"SD30",1279,0,NA,NA,37.46,NA,0,NA,101
"SD31",1280,0,NA,NA,39.1,NA,0,NA,101
"SD32",1281,0,NA,NA,41.18,NA,0,NA,101
"SD33",1282,0,NA,NA,31.53,NA,0,NA,101
"SD34",1283,0,NA,NA,26.16,NA,0,NA,101
"SD35",1284,0,NA,NA,32.66,NA,0,NA,101
"SD36",1285,0,NA,NA,29.28,NA,0,NA,101
"SD37",1286,0,NA,NA,28.63,NA,0,NA,101
"SD38",1287,0,NA,NA,25.3,NA,0,NA,101
"SD39",1288,0,NA,NA,21.16,NA,0,NA,101
"SD40",1289,0,NA,NA,37.87,NA,0,NA,101
"SD41",1290,0,NA,NA,35.56,NA,0,NA,101
"SD42",1291,0,NA,NA,32.07,NA,0,NA,101
"SD43",1292,0,NA,NA,23.53,NA,0,NA,101
"SD44",1293,0,NA,NA,21.42,NA,0,NA,101
"SD45",1294,0,NA,NA,32.86,NA,0,NA,101
"SD46",1295,0,NA,NA,28.27,NA,0,NA,101
"SD47",1296,0,NA,NA,28.7,NA,0,NA,101
"SD48",1297,0,NA,NA,31.67,NA,0,NA,101
"SD49",1298,0,NA,NA,30.75,NA,0,NA,101
"SD50",1299,0,NA,NA,37.11,NA,0,NA,101
"SD51",1300,0,NA,NA,34.44,NA,0,NA,101
"SD52",1301,0,NA,NA,31.61,NA,0,NA,101
"SD53",1302,0,NA,NA,31.93,NA,0,NA,101
"SD54",1303,0,NA,NA,31.65,NA,0,NA,101
"SD55",1304,0,NA,NA,32.85,NA,0,NA,101
"SD56",1305,0,NA,NA,34.92,NA,0,NA,101
"SD57",1306,0,NA,NA,35.85,NA,0,NA,101
"SD58",1307,0,NA,NA,34.41,NA,0,NA,101
"SD59",1308,0,NA,NA,32.48,NA,0,NA,101
"SD60",1309,0,NA,NA,37.23,NA,0,NA,101
"SD61",1310,0,NA,NA,31.87,NA,0,NA,101
"SD62",1311,0,NA,NA,33.93,NA,0,NA,101
"SD63",1312,0,NA,NA,32.32,NA,0,NA,101
"SD64",1313,0,NA,NA,33.46,NA,0,NA,101
"SD65",1314,0,NA,NA,36.52,NA,0,NA,101
"SD66",1315,0,NA,NA,36.93,NA,0,NA,101
"SD67",1316,0,NA,NA,37.75,NA,0,NA,101
"SD68",1317,0,NA,NA,34.54,NA,0,NA,101
"SD69",1318,0,NA,NA,39.22,NA,0,NA,101
"SD70",1319,0,NA,NA,39.86,NA,0,NA,101
"SD71",1320,0,NA,NA,37.41,NA,0,NA,101
"SD72",1321,0,NA,NA,36.66,NA,0,NA,101
"SD73",1322,0,NA,NA,35.38,NA,0,NA,101
"SD74",1323,0,NA,NA,36.35,NA,0,NA,101
"SD75",1324,0,NA,NA,38.33,NA,0,NA,101
"SD76",1325,0,NA,NA,38.61,NA,0,NA,101
"SD77",1326,0,NA,NA,32.12,NA,0,NA,101
"SD78",1327,0,NA,NA,37.97,NA,0,NA,101
"SD79",1328,0,NA,NA,41.72,NA,0,NA,101
"SD80",1329,0,NA,NA,41.06,NA,0,NA,101
"SD81",1330,0,NA,NA,40.64,NA,0,NA,101
"SD82",1331,0,NA,NA,40.52,NA,0,NA,101
"SD83",1332,0,NA,NA,37.31,NA,0,NA,101
"SD84",1333,0,NA,NA,37.51,NA,0,NA,101
"SD85",1334,0,NA,NA,39.03,NA,0,NA,101
"SD86",1335,0,NA,NA,36.41,NA,0,NA,101
"SD87",1336,0,NA,NA,34.8,NA,0,NA,101
"SD88",1337,0,NA,NA,35.03,NA,0,NA,101
"SD89",1338,0,NA,NA,40.28,NA,0,NA,101
"SD90",1339,0,NA,NA,41.71,NA,0,NA,101
"SD91",1340,0,NA,NA,38.93,NA,0,NA,101
"SD92",1341,0,NA,NA,41.47,NA,0,NA,101
"SD93",1342,0,NA,NA,40.71,NA,0,NA,101
"SD94",1343,0,NA,NA,35.5,NA,0,NA,101
"SD95",1344,0,NA,NA,37.84,NA,0,NA,101
"SD96",1345,0,NA,NA,38.06,NA,0,NA,101
"SD97",1346,0,NA,NA,33.08,NA,0,NA,101
"SD98",1347,0,NA,NA,34.46,NA,0,NA,101
"SD99",1348,0,NA,NA,38.85,NA,0,NA,101
"SE00",1349,0,NA,NA,38.03,NA,0,NA,101
"SE01",1350,0,NA,NA,37.68,NA,0,NA,101
"SE02",1351,0,NA,NA,39.88,NA,0,NA,101
"SE03",1352,0,NA,NA,40.89,NA,0,NA,101
"SE04",1353,0,NA,NA,33.95,NA,0,NA,101
"SE05",1354,0,NA,NA,35.01,NA,0,NA,101
"SE06",1355,0,NA,NA,37.15,NA,0,NA,101
"SE07",1356,0,NA,NA,34.88,NA,0,NA,101
"SE08",1357,0,NA,NA,35.82,NA,0,NA,101
"SE09",1358,0,NA,NA,36.22,NA,0,NA,101
"SE10",1359,0,NA,NA,36.87,NA,0,NA,101
"SE11",1360,0,NA,NA,37.69,NA,0,NA,101
"SE12",1361,0,NA,NA,39.98,NA,0,NA,101
"SE13",1362,0,NA,NA,39.5,NA,0,NA,101
"SE14",1363,0,NA,NA,34.56,NA,0,NA,101
"SE15",1364,0,NA,NA,32.98,NA,0,NA,101
"SE16",1365,0,NA,NA,33.31,NA,0,NA,101
"SE17",1366,0,NA,NA,31.83,NA,0,NA,101
"SE18",1367,0,NA,NA,31.82,NA,0,NA,101
"SE19",1368,0,NA,NA,24.89,NA,0,NA,101
"SE20",1369,0,NA,NA,30.43,NA,0,NA,101
"SE21",1370,0,NA,NA,29.76,NA,0,NA,101
"SE22",1371,0,NA,NA,33.28,NA,0,NA,101
"SE23",1372,0,NA,NA,36.87,NA,0,NA,101
"SE24",1373,0,NA,NA,31.31,NA,0,NA,101
"SE25",1374,0,NA,NA,30.34,NA,0,NA,101
"SE26",1375,0,NA,NA,30.96,NA,0,NA,101
"SE27",1376,0,NA,NA,31.07,NA,0,NA,101
"SE28",1377,0,NA,NA,38.67,NA,0,NA,101
"SE29",1378,0,NA,NA,34.46,NA,0,NA,101
"SE30",1379,0,NA,NA,30.23,NA,0,NA,101
"SE31",1380,0,NA,NA,30.1,NA,0,NA,101
"SE32",1381,0,NA,NA,30.2,NA,0,NA,101
"SE33",1382,0,NA,NA,31.92,NA,0,NA,101
"SE34",1383,0,NA,NA,36.43,NA,0,NA,101
"SE35",1384,0,NA,NA,34.77,NA,0,NA,101
"SE36",1385,0,NA,NA,37.41,NA,0,NA,101
"SE37",1386,0,NA,NA,36.31,NA,0,NA,101
"SE38",1387,0,NA,NA,36.39,NA,0,NA,101
"SE39",1388,0,NA,NA,40.18,NA,0,NA,101
"SE40",1389,0,NA,NA,32.75,NA,0,NA,101
"SE41",1390,0,NA,NA,33,NA,0,NA,101
"SE42",1391,0,NA,NA,34.4,NA,0,NA,101
"SE43",1392,0,NA,NA,36.71,NA,0,NA,101
"SE44",1393,0,NA,NA,36.67,NA,0,NA,101
"SE45",1394,0,NA,NA,36.93,NA,0,NA,101
"SE46",1395,0,NA,NA,37.57,NA,0,NA,101
"SE47",1396,0,NA,NA,36.14,NA,0,NA,101
"SE48",1397,0,NA,NA,41.08,NA,0,NA,101
"SE49",1398,0,NA,NA,40.21,NA,0,NA,101
"SE50",1399,0,NA,NA,38.64,NA,0,NA,101
"SE51",1400,0,NA,NA,34.89,NA,0,NA,101
"SE52",1401,0,NA,NA,34.64,NA,0,NA,101
"SE53",1402,0,NA,NA,36.47,NA,0,NA,101
"SE54",1403,0,NA,NA,38.76,NA,0,NA,101
"SE55",1404,0,NA,NA,35.42,NA,0,NA,101
"SE56",1405,0,NA,NA,38.03,NA,0,NA,101
"SE57",1406,0,NA,NA,39.74,NA,0,NA,101
"SE58",1407,0,NA,NA,37.13,NA,0,NA,101
"SE59",1408,0,NA,NA,29.76,NA,0,NA,101
"SE60",1409,0,NA,NA,39.7,NA,0,NA,101
"SE61",1410,0,NA,NA,35.3,NA,0,NA,101
"SE62",1411,0,NA,NA,37.42,NA,0,NA,101
"SE63",1412,0,NA,NA,38.44,NA,0,NA,101
"SE64",1413,0,NA,NA,37.88,NA,0,NA,101
"SE65",1414,0,NA,NA,35.63,NA,0,NA,101
"SE66",1415,0,NA,NA,37.93,NA,0,NA,101
"SE67",1416,0,NA,NA,39.45,NA,0,NA,101
"SE68",1417,0,NA,NA,42.06,NA,0,NA,101
"SE69",1418,0,NA,NA,28.54,NA,0,NA,101
"SE70",1419,0,NA,NA,37.56,NA,0,NA,101
"SE71",1420,0,NA,NA,37.11,NA,0,NA,101
"SE72",1421,0,NA,NA,36.27,NA,0,NA,101
